name	Beta-lactamase (not ESBL or carbapenemase)	Tetracycline	Gentamicin	Penicillin resistance (Staphylococcus aureus)	Streptomycin	Other antimicrobial	ESBL (AmpC type)	Chloramphenicol	Mupirocin	Kanamycin	Macrolide	Sulfonamide	Other aminoglycoside resistance (non-RMT)	Carbapenemase	Colistin	Carbapenemase (MBL)	Rifamycin	Aminoglycosides (Ribosomal methyltransferase)	ESBL	Lincosamides	Amikacin/Kanamycin/Tobramycin	Amikacin/Kanamycin/Tobramycin/Quinolone	Amikacin/Kanamycin	Nitroimidazole	Trimethoprim	Phenicol/Quinolone	Quinolone	Beta-lactamase (unknown spectrum)	Vancomycin	Chloramphenicol/Florfenicol	Fosfomycin	Amikacin/Gentamicin/Kanamycin/Tobramycin	Lincosamide/Streptogramin	Kanamycin/Tobramycin	Lincosamide/Macrolide/Streptogramin	Gentamicin/Kanamycin/Tobramycin	Gentamicin/Tobramycin/Apramycin	Erythromycin
NC_015698																																						
CP014669																																						
NC_017963																																						
CP014926																																						
MK471334																																						
CP043503																																						
AP004310																																						
CP001679																																						
CP035338																																						
CP027564																																						
HQ324782																																						
CP030146																																						
KU950310																																						
NC_023321																																						
CP010704																																						
NC_022123																																						
CP029547																																						
CP030765																																						
CP013948																																						
CP025481																																						
KX785326																																						
CP029666					ant(6)-Ia*																																	
AE007871																																						
CP036735																																						
CP040457																																						
CP026679																																						
NC_022044																																						
CP019921																																						
CP027703	blaOXA-1*							catB3*																														
CP014770																																						
CP012655																																						
MN232214																																						
CP033252																																						
CP017287																																						
CP024500								catB3*																														
CP017380																																						
CP010911																																						
AP018527																																						
LN794248								catB3*																														
CP028681																																						
NC_019223																																						
GQ293074																																						
CP022909																																						
CP034113									mupA*																													
CP002973																																						
CP010131																																						
CP028697																																						
CP021699								catB3*																														
CP019215																																						
CP036943																																						
CP035348																																						
NC_006278																																						
CP015997																																						
KT997783																																						
NC_017183																																						
CP021534																																						
CU928147																																						
CP041228																																						
MK439381																																						
NC_005862																																						
CP021022																																						
LC469775																																						
CP015486																																						
CP012106																																						
CP022448																																						
CP015914																																						
KC222021																																						
NC_015918																																						
CP028593																																						
CP033147																																						
DQ227327																																						
NC_003455																																						
CP023286																																						
CP017588																																						
CP018693								catB3*																														
CP018868																																						
NC_008821					str*																																	
CP009339																																						
NC_004670																																						
AP011140																																						
AP018192																																						
CP019365																																						
CP021410																																						
MG825374																																						
CP027698																																						
CP016710																																						
CP024151																																						
CP010370																																						
NC_015055																																						
CP011383																																						
CP045861																																						
NC_002139																																						
CP042480																																						
CP002268																																						
CP038792																																						
NC_020451																																						
NC_018980																																						
EU935738								catB3*																														
CP021796																																						
NC_001378																																						
CP040306																																						
CP016427																																						
CP018698																																						
NC_013348				blaR1*																																		
CP028344																																						
CP040894																																						
CP011431																																						
CP031592																																						
DQ011664																																						
CP041108																																						
NC_017494																																						
NC_005564																																						
CP001757																																						
CP010592																																						
LR134257																																						
NC_020121																																						
CP041525																																						
MH423313																																						
CP031914																																						
CP029988					aph(6)-Id*					aph(3')-Ia*																												
CP031360																																						
CP043774																																						
KX009063																																						
CP001273																																						
CP012754																																						
CP035659																																						
MG869624																																						
EF432638																																						
CP038010		tet(Y)*	aac(6')-Ib4*								mph(E)*,msr(E)*																											
CP017191																																						
FP236827																																						
AP010805																																						
NC_016828																																						
CP002577																																						
NC_019961																																						
CP025550																																						
CP022921																																						
CP033570																																						
KF364956																																						
CP015000																																						
NC_009829																																						
CP033890																																						
CP039604																																						
CP021730																																						
CP024776																																						
CP032212								catB3*																														
CP021177																																						
NC_011784																																						
CP040842																																						
CP031080																																						
CP018771																																						
CP028100																																						
CP029763																																						
CP003226																																						
AP018545																																						
CP041049																																						
KY401053												sul2*	aph(4)-Ia*																									
AM180255																																						
NC_019553																																						
CP030515																																						
NC_015699																																						
CP002112																																						
CP037247																																						
AY907345																																						
LT592147																																						
NC_020261																																						
AJ224743																																						
AP018926																																						
CP030674																																						
NC_003125																																						
CP001906																																						
CP001923																																						
CP031735																																						
CP042971																																						
CP012684																																						
CP001005																																						
CP044791																																						
CP021100																																						
CP034040																																						
NC_019109																																						
MH068822																																						
CP034881																																						
AP012168																																						
NC_025106																																						
NC_002138																																						
CP016481																																						
CP030215																																						
MK413719																																						
CP014152																																						
KX810025																																						
NC_011248																																						
AP019743																																						
KT693144																																						
CP018325																																						
NC_011640																																						
CP010092																																						
AP018138																																						
CP017424																																						
NC_019980																																						
CP011615																																						
CP018986																																						
CP025283																																						
CP021514																																						
CP030916																																						
CP031285																																						
CP037274																																						
CP019692																																						
CP025504																																						
CP042214																																						
CP029953																																						
CP013682																																						
NC_006663																																						
CP001597																																						
CP000443																																						
CP002785																																						
MH626559																																						
MK933271																																						
CP026972																																						
AP012162																																						
CP043947																																						
NC_011411																																						
NC_006143																																						
CP020582																																						
HQ128580																																						
NC_006399																																						
CP003533																																						
CP002430																																						
NC_017533																																						
CP002943																																						
CP041642	blaOXA-9*																																					
EU092237																																						
CP013256																																						
NC_011264																																						
AP019693																																						
CP022081																																						
CP030603																																						
CP035048																																						
AE001575																																						
CP022613																																						
CP000228																																						
CP014254																																						
CP045217																																						
CP034733																																						
CP015245																																						
CP042127																																						
CP034578																																						
CP024582																																						
KX756453																																						
CP029737																																						
CP024342																																						
CP034050																																						
CP013281																																						
KC417495																																						
CP006684																																						
CP040082																																						
AY112724																																						
CP040876																																						
CP019716																																						
CP013191																																						
LT985386																																						
CP023831																																						
CP001153																																						
CP042623																																						
CP026014	blaTEM-1*																																					
CP022284														blaOXA-58*																								
CP001380																																						
CP012955																																						
NC_013128																																						
KY000043																																						
MF679146												sul2*																										
AM167518																																						
EU709732																																						
CP002550																																						
JN119829																																						
CP043188																																						
JF834909																																						
CP031568											ere(A)*																											
NC_017207																																						
CP018203																																						
CP033857																																						
KJ721805																																						
CP034477																																						
MF495477																																						
KX434882																																						
CP033873																																						
CP013848																																						
CP034187																																						
CP019281																																						
JQ657805																																						
KX785329																																						
NC_024980																																						
LT960791																																						
NC_007414																																						
CP033560																																						
CP042414																																						
NC_014753																																						
CP010168						ble*																																
GQ900449																																						
CP033863																																						
HE603212																																						
CP019714																																						
CP005952																																						
CP030981																																						
KC020049																																						
CP024341																																						
CP000396																																						
KP178913																																						
FN543095																																						
CP002823																																						
CP021540																																						
CP009433																																						
LC477294																																						
CP026426																																						
CP018716																																						
CP024373																																						
CP020965																																						
CP018453																																						
CP040670																																						
CP027525																																						
LR026972																																						
LR134454																																						
CP012558																																						
CP023713																																						
NC_014911																																						
KY770024																																						
CP018714																																						
MH522410																																						
CP013706																																						
CP039029																																						
CP012107																																						
CP013983																																						
CP010158																																						
HF677575																																						
GQ149345																																						
FM180570																																						
CP028640																																						
NC_012220																																						
CP033627																																						
AP018313																																						
CP036541																																						
CP022936																																						
AP018547																																						
FN868248																																						
CU468132																																						
NC_018969																																						
CP007256																																						
CP016006																																						
CP025737																																						
CP016746																																						
CP023421																																						
CP000311																																						
HG813250																																						
CP015441																																						
CP020090																																						
DQ302475																																						
CP045608																																						
NC_011228																																						
CP019872																																						
LT985268																																						
CP032105																																						
CP042868																																						
CP044061																																						
CP034397																																						
MF344582																																						
CP001036																																						
CP041020																																						
CP003365																																						
GQ900420																																						
NC_019898																																						
CP001532																																						
NC_013962																																						
CP009316																																						
U38428																																						
NC_010872																																						
NC_012507																																						
CP032536																																						
CP014472																																						
JX627580																																						
CP041669																																						
CP036456																																						
CP026758																																						
AP018214																																						
CP009658																																						
CP015158																																						
CP024459																																						
CP025686																																						
KY000029																																						
NC_010333																																						
KJ484640																																						
KT982616																																						
AP019544																																						
MF168945																																						
CP040070																																						
CP025679																																						
CP021415																																						
CP016363																																						
CP020110	blaOXA-9*																																					
NC_019005																																						
AP009487																																						
CP019918																																						
NC_012267																																						
CP030571					ant(6)-Ia*																																	
CP036355																																						
MF344559																																						
JF827298																																						
CP042054																																						
NC_019033																																						
CP011540																																						
AB058947																																						
NC_009794																																						
CP024786																																						
CP036152																																						
CP003757																																						
CP034407																																						
CP027173																																						
AP018559																																						
CP027614																																						
CP028646																																						
CP018235																																						
NC_009130																																						
CP020602																																						
MF415608																																						
CP034740																																						
KX009507																																						
MH785236																																						
AF164559																																						
CP009696																																						
CP017270																																						
CP033797																																						
JQ657806																																						
CP031161																																						
NC_020241																																						
CP021994																																						
NC_025130																																						
CP030349																																						
AP012036																																						
MF078635																																						
AP012298																																						
CP033761																																						
CP038598																																						
CP025250																																						
NC_005327								catB3*																														
CP022534																																						
CP034744																																						
AE001577																																						
NC_011648																																						
CP021198																																						
MK041211																																						
CP001938																																						
CP000565																																						
CP003031																																						
CP022675																																						
LT985276								catB3*																														
NC_011965																																						
FJ696404																																						
CP032107																																						
CP032610																																						
HG796447																																						
HF545433																																						
CP015991																																						
CP042111																																						
AP019384															mcr-9*																							
CP016721																																						
CP024398																																						
GU195642																																						
CP036969																																						
CP042327																																						
CP010004																																						
CP003469																																						
CP030938																																						
CP035160																																						
CP039568																																						
NC_022599																																						
CP026148																																						
CP020493								catA1*																														
AJ744860																																						
CP030480																																						
CP019709																																						
CP013785																																						
KM085450																																						
NC_005244																																						
CP016362																																						
CP017318																																						
CP033437																																						
AY929248																																						
JX101647																																						
CP012281																																						
CP024524								catB3*																														
NC_011332																																						
CP001929																																						
NC_011790																																						
KX009064																																						
AY509003																																						
CP001246																																						
CP001520																																						
CP009219																																						
CP003580																																						
AJ871637																																						
HQ833018																																						
KC734560																																						
CP000710																																						
CP015169																																						
CP020758																																						
CP021875																																						
CP021004																																						
CP029723																																						
AY541809																																						
CP039711																																						
CP032264																																						
CP002647																																						
CP044541																																						
CP016520																																						
CP045390																																						
DQ458911																																						
JN935898																																						
KY296096																																						
CP010320																																						
CP043521																																						
CP004127																																						
CP015325																																						
CP009439																																						
AB198069																																						
CP026015																																						
CP010909																																						
MK671726																																						
AP019404																																						
U88088																																						
AY546103																																						
CP017725																																						
LC483179																																						
CP034699																																						
CP035218																																						
MG299134																																						
JQ418541																																						
CP042897																																						
NC_012193																																						
CP000833																																						
NC_012509																																						
AP020319				blaZ*																																		
NC_009378																																						
MG197502	blaTEM-2*					ble*																																
HG796418																																						
CP006919																																						
CP041100																																						
MG836696																																						
KX244760																																						
KY579372																																						
MF150123																																						
MG197495	blaTEM-2*					ble*																																
CP017425																																						
CP017586																																						
MK431775																																						
CP030090																																						
CP038603																																						
CP029836																																						
MK933276																																						
CP017417																																						
NC_015922																																						
CP040237																																						
CP010582																																						
CP010374																																						
CP033436																																						
AF236060																																						
CP037219																																						
CP006056																																						
CP031542																																						
CP012704																																						
NC_014107																																						
MH522414																																						
CP022060																																						
MH785256																																						
AP001071																																						
CP036561																																						
CP037515																																						
CP017589																																						
MF996511																																						
CP038793																																						
NC_023899																																						
JQ418528																																						
CP045259																																						
CP007558																																						
CP022269																																						
MF150121																																						
NC_017213																																						
CP033882																																						
NC_009496																																						
CP024708																																						
CP042007																																						
CP038851																																						
NC_023330																																						
AE000667																																						
CP010758																																						
CP024211																																						
CP021101																																						
CP024577																																						
CP020697																																						
NC_021724																																						
NC_002611																																						
CP024359																																						
CP027180																																						
CP004864																																						
CP020746																																						
FP928999																																						
LT985257																																						
CP020734																																						
CP011527																																						
CP018922																																						
AP018252																																						
NC_011974																																						
LS998788																																						
CP019014																																						
CP016597																																						
CP001286																																						
LR134218																																						
CP030444					ant(6)-Ia*																																	
KT935446																																						
CP041445																																						
CP011590																																						
NC_017637																																						
AP019401																																						
CP035560																																						
CP040809																																						
CP023738																																						
CP042866																																						
CP034821																																						
NC_012113																																						
LT985275																																						
CP034828																																						
CP033887																																						
NC_009350																																						
CP030186											ere(A)*																											
HE616891																																						
CP004863																																						
CP018365								catB3*																														
CP040725																																						
JX442977																																						
CP001170																																						
CP023361																																						
CP016842																																						
NC_019743																																						
CP033517																																						
CP023906																																						
CP018989	blaOXA-9*																																					
CP035723																																						
CP042136																																						
CP015299																																						
CP000014																																						
CP036334																																						
KJ541070																																						
KC853439																																						
CP029374																																						
HG796847																																						
CP010672																																						
CP037249																																						
NC_010113																																						
CP019461																																						
KX709966																																						
CP017573																																						
AP018239																																						
CP001915																																						
CP013734																																						
KX960109																																						
CP030685																																						
JN106165																																						
NC_009790																																						
CP033764																																						
CP010386																																						
CP010141																																						
CP008840																																						
CP032114																																						
CP015008																																						
MG649065																																						
CP013513																																						
CP023793																																						
CP002995																																						
MF774791																																						
KU743384								cmlA1*																														
AE003851																																						
CP039600																																						
JQ245702																																						
CP016536																																						
CP016451																																						
CP024393																																						
NC_019211	blaTEM-1*																																					
CP013804																																						
NC_022375																blaNDM-1*																						
CP002127																																						
CP023027																																						
CP032688																																						
CP034586																																						
MK439382																																						
CP035511																																						
MF589339						ble*																																
CP042417																																						
LT985247																																						
CP011611																																						
NC_010857																																						
CP023982																																						
KT779550																																						
CP042614																																						
CP034774																																						
CP019318																																						
JQ066766																																						
CP024322																																						
CP026838																																						
FN822749																																						
CP042006																																						
CP010579																																						
LT984414																																						
CP034138																																						
MH547560																																						
KJ776582																																						
CP033879																																						
CP027615																																						
MK416151																																						
CP037225																																						
CP031446																																						
MK416183																																						
CP032109																																						
NC_018746																																						
FJ705807																																						
HE579060																																						
MG552133																																						
CP044017																																						
NC_020087						bleO*																																
CP003968																																						
CP013072																																						
CP034580																																						
CP001345																																						
CP035157																																						
CP005090																																						
CP045446																																						
NC_012107																																						
CP018739																																						
AB914479																																						
CP020829																																						
CP021681	blaTEM-1*																																					
CP031220																																						
CP039925																																						
CP024430																																						
CP034041																																						
CP024167																																						
CP019251																																						
CP026163																																						
CP032119																																						
CP031590																																						
NC_017410																																						
JX065631																																						
CP001573																																						
CP026685																																						
CP033519																																						
CP014753																																						
AP018831																																						
MG212496																																						
CP001539																																						
CP030677																																						
CP017199																																						
CP020074																																						
NC_020282																																						
NC_012631																																						
