Sample 1	Sample 2	Matches	Mismatches	Jaccard Index	Mash-like distance	SNPs	SNP distance
AusGEM_00054	AusGEM_00077	4593911	1594833	0.742301	0.00516322	6485	0.00141165
AusGEM_00054	AusGEM_00078	5067320	675332	0.882401	0.00208096	878	0.000173267
AusGEM_00054	AusGEM_00084	4591311	1588614	0.74294	0.0051473	6500	0.00141572
AusGEM_00054	AusGEM_00109	4593192	1525340	0.750702	0.00495537	6476	0.00140991
AusGEM_00054	AusGEM_00241	5310269	298611	0.946761	0.000894463	130	2.44809e-05
AusGEM_00054	AusGEM_00242	5309348	296953	0.947032	0.000889717	134	2.52385e-05
AusGEM_00054	AusGEM_00243	5310437	296431	0.947131	0.000887993	122	2.29736e-05
AusGEM_00054	AusGEM_00244	5309677	297231	0.946988	0.000890484	119	2.24119e-05
AusGEM_00054	AusGEM_00247	5309873	297043	0.947022	0.000889895	123	2.31644e-05
AusGEM_00054	AusGEM_00248	4638914	1534798	0.751398	0.00493829	5456	0.00117614
AusGEM_00054	AusGEM_00249	4638469	1536450	0.751179	0.00494366	5471	0.00117948
AusGEM_00054	AusGEM_00250	5310194	297612	0.946929	0.000891523	122	2.29747e-05
AusGEM_00054	AusGEM_00262	5064222	719003	0.875674	0.00221232	1161	0.000229255
AusGEM_00054	AusGEM_00263	5049430	928179	0.844724	0.00283638	1611	0.000319046
AusGEM_00054	AusGEM_00265	5075764	709347	0.877384	0.0021788	1191	0.000234644
AusGEM_00054	AusGEM_00266	5063462	722034	0.875199	0.00222166	1161	0.00022929
AusGEM_00054	AusGEM_00273	4592119	1587706	0.743082	0.00514375	6501	0.00141569
AusGEM_00054	AusGEM_00274	4591822	1590604	0.742722	0.00515273	6496	0.00141469
AusGEM_00054	AusGEM_00275	4592371	1593571	0.742388	0.00516105	6499	0.00141517
AusGEM_00054	AusGEM_00276	4592416	1591616	0.742625	0.00515515	6504	0.00141625
AusGEM_00054	AusGEM_00277	4593433	1592051	0.742615	0.00515539	6501	0.00141528
AusGEM_00054	AusGEM_00278	4591982	1587800	0.743065	0.00514417	6496	0.00141464
AusGEM_00054	AusGEM_00279	4592209	1590080	0.742801	0.00515076	6498	0.00141501
AusGEM_00054	AusGEM_00281	4592440	1590524	0.742757	0.00515185	6495	0.00141428
AusGEM_00054	AusGEM_00283	4592189	1590919	0.742699	0.0051533	6493	0.00141392
AusGEM_00054	AusGEM_00285	5064644	943388	0.842979	0.00287256	1745	0.000344545
AusGEM_00054	AusGEM_00451	5081979	657619	0.885424	0.00202239	759	0.000149351
AusGEM_00054	AusGEM_00834	5284786	296289	0.946912	0.000891824	436	8.2501e-05
AusGEM_00054	AusGEM_01119	5175829	541217	0.905333	0.00164394	672	0.000129834
AusGEM_00054	SRR7469846	4591450	1588463	0.742964	0.00514671	6495	0.00141459
AusGEM_00054	SRR7469904	4593707	1588334	0.743073	0.00514399	6480	0.00141063
AusGEM_00054	SRR7469914	5378917	187218	0.966365	0.000556557	57	1.05969e-05
AusGEM_00054	TEA_A1_12	4996739	727490	0.87291	0.00226673	1360	0.000272178
AusGEM_00054	TEA_A2_22	4580492	1477093	0.756158	0.00482213	6376	0.00139199
AusGEM_00054	TEA_A3_57	5260786	305231	0.945162	0.00092249	554	0.000105307
AusGEM_00054	TEA_A3_8	4984572	780348	0.864639	0.00243109	1343	0.000269431
AusGEM_00054	TEA_A3_9	5045972	706303	0.877213	0.00218214	902	0.000178756
AusGEM_00054	TEA_A4_12	5036447	718799	0.875105	0.0022235	899	0.000178499
AusGEM_00054	TEA_A4_2	5058398	775982	0.866998	0.00238397	776	0.000153408
AusGEM_00054	TEA_A4_32	5033440	716523	0.875386	0.00221798	917	0.000182182
AusGEM_00054	TEA_A4_9	5278811	327532	0.941578	0.000985541	672	0.000127301
AusGEM_00054	TEA_B1818	4491596	1723829	0.722653	0.00566272	4303	0.000958011
AusGEM_00054	TEA_C1_101	5279815	268258	0.951648	0.000809253	153	2.89783e-05
AusGEM_00054	TEA_C1_102	5043912	659362	0.884389	0.00204241	869	0.000172287
AusGEM_00054	TEA_C1_111	5060141	876321	0.852383	0.00267887	1111	0.000219559
AusGEM_00054	TEA_C2_115	5251784	416043	0.926596	0.00125308	903	0.000171942
AusGEM_00054	TEA_C2_68	5071978	678053	0.882078	0.00208722	862	0.000169953
AusGEM_00054	TEA_C2_94	5054366	700240	0.878317	0.00216055	880	0.000174107
AusGEM_00054	TEA_C3_43	5204317	409883	0.926992	0.00124592	922	0.000177161
AusGEM_00054	TEA_C4_53	5025180	723489	0.874147	0.00224237	912	0.000181486
AusGEM_00054	TEA_C4_65	5061530	805029	0.862777	0.0024684	793	0.000156672
AusGEM_00054	TEA_E7715	5080278	685414	0.881122	0.00210582	876	0.000172432
AusGEM_00054	TEA_M688	4611551	1257090	0.785795	0.00412179	3636	0.000788455
AusGEM_00054	TEA_W1_79	4586312	1424491	0.763012	0.00465672	4750	0.00103569
AusGEM_00054	TEA_W3_72	5046054	695837	0.878814	0.00215082	888	0.000175979
AusGEM_00056	AusGEM_00063	5383547	183337	0.967066	0.000544652	47	8.7303e-06
AusGEM_00056	AusGEM_00076	4574046	1549733	0.746932	0.00504823	6478	0.00141625
AusGEM_00056	AusGEM_00077	4574373	1556132	0.746166	0.00506719	6465	0.00141331
AusGEM_00056	AusGEM_00078	5070653	590889	0.895631	0.00182682	988	0.000194847
AusGEM_00056	AusGEM_00084	4572912	1547635	0.747141	0.00504306	6478	0.0014166
AusGEM_00056	AusGEM_00109	4574336	1485275	0.754889	0.00485299	6458	0.00141179
AusGEM_00056	AusGEM_00241	5322309	196754	0.96435	0.00059081	206	3.8705e-05
AusGEM_00056	AusGEM_00242	5321644	194584	0.964725	0.000584427	214	4.02131e-05
AusGEM_00056	AusGEM_00243	5322038	195452	0.964576	0.000586967	207	3.88949e-05
AusGEM_00056	AusGEM_00244	5321720	195368	0.964589	0.000586751	206	3.87093e-05
AusGEM_00056	AusGEM_00247	5321717	195578	0.964552	0.000587378	205	3.85214e-05
AusGEM_00056	AusGEM_00248	4598754	1537341	0.749459	0.0049859	5072	0.00110291
AusGEM_00056	AusGEM_00249	4598701	1538209	0.749351	0.00498856	5086	0.00110596
AusGEM_00056	AusGEM_00250	5322083	196057	0.96447	0.00058876	212	3.9834e-05
AusGEM_00056	AusGEM_00262	5058329	653012	0.885664	0.00201776	1267	0.000250478
AusGEM_00056	AusGEM_00263	5052592	844078	0.856855	0.00258786	1658	0.000328148
AusGEM_00056	AusGEM_00265	5069140	644818	0.88715	0.00198908	1305	0.00025744
AusGEM_00056	AusGEM_00266	5057459	656263	0.885143	0.00202783	1271	0.000251312
AusGEM_00056	AusGEM_00273	4573047	1548073	0.747093	0.00504424	6479	0.00141678
AusGEM_00056	AusGEM_00274	4572345	1551781	0.746612	0.00505615	6480	0.00141722
AusGEM_00056	AusGEM_00275	4573229	1554078	0.746369	0.00506216	6481	0.00141716
AusGEM_00056	AusGEM_00276	4573218	1552235	0.746593	0.00505662	6482	0.00141738
AusGEM_00056	AusGEM_00277	4574300	1552540	0.7466	0.00505643	6480	0.00141661
AusGEM_00056	AusGEM_00278	4572791	1548405	0.747042	0.00504551	6476	0.0014162
AusGEM_00056	AusGEM_00279	4572937	1550847	0.74675	0.00505272	6479	0.00141681
AusGEM_00056	AusGEM_00281	4573278	1551071	0.746737	0.00505305	6475	0.00141583
AusGEM_00056	AusGEM_00283	4572595	1552330	0.746555	0.00505754	6479	0.00141692
AusGEM_00056	AusGEM_00285	5053033	888833	0.850412	0.00271921	1712	0.000338806
AusGEM_00056	AusGEM_00451	5112151	519498	0.907754	0.00159876	761	0.000148861
AusGEM_00056	AusGEM_00834	5271439	245206	0.955552	0.000741665	449	8.5176e-05
AusGEM_00056	AusGEM_01119	5163329	488440	0.913577	0.00149079	689	0.000133441
AusGEM_00056	SRR7469846	4573094	1547398	0.747178	0.00504216	6472	0.00141523
AusGEM_00056	SRR7469904	4574129	1549713	0.746938	0.00504808	6466	0.0014136
AusGEM_00056	SRR7469914	5433281	713	0.999869	2.117e-06	7	1.28836e-06
AusGEM_00056	TEA_A1_12	4986784	669623	0.881617	0.00209619	1371	0.000274927
AusGEM_00056	TEA_A2_22	4562517	1435266	0.760701	0.00471226	6365	0.00139506
AusGEM_00056	TEA_A3_57	5247703	253620	0.953898	0.000770244	573	0.000109191
AusGEM_00056	TEA_A3_8	4991568	688579	0.878774	0.0021516	1426	0.000285682
AusGEM_00056	TEA_A3_9	5052075	616320	0.891271	0.00190996	1016	0.000201105
AusGEM_00056	TEA_A4_12	5041244	631428	0.88869	0.00195946	1001	0.000198562
AusGEM_00056	TEA_A4_2	5079336	656329	0.885571	0.00201956	896	0.000176401
AusGEM_00056	TEA_A4_32	5040041	625544	0.889589	0.00194219	1023	0.000202975
AusGEM_00056	TEA_A4_9	5267517	272343	0.950839	0.000823312	691	0.000131181
AusGEM_00056	TEA_B1818	4480554	1668136	0.728701	0.00550694	4310	0.000961935
AusGEM_00056	TEA_C1_101	5268476	213159	0.961114	0.000646056	170	3.22674e-05
AusGEM_00056	TEA_C1_102	5050624	568161	0.898882	0.00176522	967	0.000191461
AusGEM_00056	TEA_C1_111	5063965	790896	0.864916	0.00242553	1202	0.000237363
AusGEM_00056	TEA_C2_115	5243926	353982	0.936765	0.00107079	914	0.000174297
AusGEM_00056	TEA_C2_68	5075702	592828	0.895418	0.00183087	962	0.00018953
AusGEM_00056	TEA_C2_94	5060247	610701	0.892311	0.00189008	991	0.00019584
AusGEM_00056	TEA_C3_43	5197309	346122	0.937562	0.00105664	944	0.000181632
AusGEM_00056	TEA_C4_53	5032080	631912	0.888433	0.00196439	1012	0.00020111
AusGEM_00056	TEA_C4_65	5081528	687256	0.880866	0.0021108	908	0.000178686
AusGEM_00056	TEA_E7715	5084616	598961	0.894615	0.00184613	995	0.000195688
AusGEM_00056	TEA_M688	4602105	1198205	0.793424	0.00394764	3593	0.00078073
AusGEM_00056	TEA_W1_79	4572691	1373956	0.768953	0.00451504	4725	0.00103331
AusGEM_00056	TEA_W3_72	5052203	605762	0.892936	0.00187813	995	0.000196944
AusGEM_00063	AusGEM_00076	4591575	1597804	0.741847	0.00517454	6494	0.00141433
AusGEM_00063	AusGEM_00077	4595555	1596897	0.742122	0.00516769	6475	0.00140897
AusGEM_00063	AusGEM_00078	5069034	677256	0.88214	0.00208602	882	0.000173998
AusGEM_00063	AusGEM_00084	4592843	1590902	0.742728	0.00515257	6494	0.00141394
AusGEM_00063	AusGEM_00109	4594675	1527726	0.750469	0.00496107	6473	0.0014088
AusGEM_00063	AusGEM_00241	5314093	296315	0.947185	0.000887051	126	2.37105e-05
AusGEM_00063	AusGEM_00242	5312434	296133	0.9472	0.000886784	123	2.31532e-05
AusGEM_00063	AusGEM_00243	5314090	294477	0.947495	0.000881622	114	2.14524e-05
AusGEM_00063	AusGEM_00244	5313016	295905	0.947244	0.000886017	114	2.14567e-05
AusGEM_00063	AusGEM_00247	5313251	295639	0.947291	0.000885191	109	2.05147e-05
AusGEM_00063	AusGEM_00248	4641212	1535554	0.751398	0.00493828	5439	0.00117189
AusGEM_00063	AusGEM_00249	4641400	1535940	0.751359	0.00493925	5458	0.00117594
AusGEM_00063	AusGEM_00250	5313546	296260	0.947189	0.000886976	119	2.23956e-05
AusGEM_00063	AusGEM_00262	5066614	719571	0.87564	0.002213	1153	0.000227568
AusGEM_00063	AusGEM_00263	5052350	927691	0.844869	0.00283339	1595	0.000315695
AusGEM_00063	AusGEM_00265	5077625	710977	0.877176	0.00218286	1187	0.000233771
AusGEM_00063	AusGEM_00266	5066262	721786	0.875297	0.00221973	1167	0.000230347
AusGEM_00063	AusGEM_00273	4594195	1588906	0.743024	0.00514519	6495	0.00141374
AusGEM_00063	AusGEM_00274	4593845	1591910	0.742649	0.00515455	6492	0.0014132
AusGEM_00063	AusGEM_00275	4594572	1594521	0.742366	0.0051616	6493	0.00141319
AusGEM_00063	AusGEM_00276	4594443	1592914	0.742553	0.00515693	6495	0.00141366
AusGEM_00063	AusGEM_00277	4595363	1593543	0.742516	0.00515786	6496	0.0014136
AusGEM_00063	AusGEM_00278	4593894	1589328	0.742961	0.00514677	6495	0.00141383
AusGEM_00063	AusGEM_00279	4594024	1591802	0.742669	0.00515404	6497	0.00141423
AusGEM_00063	AusGEM_00281	4594253	1592250	0.742625	0.00515514	6487	0.00141198
AusGEM_00063	AusGEM_00283	4593780	1593089	0.742505	0.00515814	6494	0.00141365
AusGEM_00063	AusGEM_00285	5067153	943722	0.842998	0.00287217	1735	0.000342401
AusGEM_00063	AusGEM_00451	5083888	659153	0.885226	0.00202622	750	0.000147525
AusGEM_00063	AusGEM_00834	5287565	296083	0.946973	0.000890751	414	7.82969e-05
AusGEM_00063	AusGEM_01119	5177378	543471	0.905002	0.00165013	666	0.000128637
AusGEM_00063	SRR7469846	4592981	1590753	0.742752	0.00515198	6489	0.00141281
AusGEM_00063	SRR7469904	4595206	1590688	0.742852	0.00514948	6475	0.00140908
AusGEM_00063	SRR7469914	5383600	183204	0.96709	0.000544255	45	8.35872e-06
AusGEM_00063	TEA_A1_12	4998155	730010	0.872558	0.00227369	1349	0.0002699
AusGEM_00063	TEA_A2_22	4581452	1480525	0.755769	0.0048316	6369	0.00139017
AusGEM_00063	TEA_A3_57	5262821	306513	0.944964	0.000925957	550	0.000104507
AusGEM_00063	TEA_A3_8	4986642	781560	0.864505	0.00243375	1330	0.000266713
AusGEM_00063	TEA_A3_9	5046657	710285	0.876621	0.00219375	909	0.000180119
AusGEM_00063	TEA_A4_12	5037383	722279	0.874597	0.0022335	901	0.000178863
AusGEM_00063	TEA_A4_2	5060413	777304	0.866848	0.00238697	762	0.000150581
AusGEM_00063	TEA_A4_32	5034053	720649	0.874772	0.00223006	912	0.000181166
AusGEM_00063	TEA_A4_9	5280275	329956	0.941187	0.000992453	665	0.00012594
AusGEM_00063	TEA_B1818	4492342	1727689	0.722238	0.00567349	4303	0.000957852
AusGEM_00063	TEA_C1_101	5282300	268640	0.951605	0.000810012	140	2.65036e-05
AusGEM_00063	TEA_C1_102	5044470	663598	0.883744	0.00205491	867	0.000171871
AusGEM_00063	TEA_C1_111	5061758	878439	0.85212	0.00268426	1106	0.000218501
AusGEM_00063	TEA_C2_115	5254653	415657	0.926696	0.00125126	897	0.000170706
AusGEM_00063	TEA_C2_68	5072697	681967	0.881493	0.0020986	866	0.000170718
AusGEM_00063	TEA_C2_94	5055599	703126	0.877903	0.00216865	887	0.000175449
AusGEM_00063	TEA_C3_43	5205849	412171	0.926634	0.00125238	919	0.000176532
AusGEM_00063	TEA_C4_53	5025750	727701	0.873519	0.00225473	910	0.000181068
AusGEM_00063	TEA_C4_65	5063686	806069	0.862674	0.00247046	782	0.000154433
AusGEM_00063	TEA_E7715	5081069	689184	0.880563	0.00211671	879	0.000172995
AusGEM_00063	TEA_M688	4612389	1260766	0.785334	0.0041324	3626	0.000786144
AusGEM_00063	TEA_W1_79	4586796	1428875	0.762475	0.00466961	4746	0.00103471
AusGEM_00063	TEA_W3_72	5047083	699131	0.878332	0.00216025	887	0.000175745
AusGEM_00076	AusGEM_00077	5261423	12555	0.997619	3.84641e-05	33	6.27207e-06
AusGEM_00076	AusGEM_00078	4551157	1460404	0.757067	0.00480006	6334	0.00139173
AusGEM_00076	AusGEM_00084	5254170	15642	0.997032	4.79809e-05	20	3.8065e-06
AusGEM_00076	AusGEM_00109	5193070	78330	0.985141	0.000242371	55	1.0591e-05
AusGEM_00076	AusGEM_00241	4571380	1529135	0.749343	0.00498875	6513	0.00142473
AusGEM_00076	AusGEM_00242	4570286	1527823	0.74946	0.00498589	6504	0.00142311
AusGEM_00076	AusGEM_00243	4571146	1527759	0.749503	0.00498483	6510	0.00142415
AusGEM_00076	AusGEM_00244	4570969	1527393	0.74954	0.0049839	6511	0.00142442
AusGEM_00076	AusGEM_00247	4571067	1527401	0.749543	0.00498383	6508	0.00142374
AusGEM_00076	AusGEM_00248	4591699	1381974	0.768656	0.00452208	4754	0.00103535
AusGEM_00076	AusGEM_00249	4593708	1378718	0.769153	0.0045103	4769	0.00103816
AusGEM_00076	AusGEM_00250	4572060	1526626	0.74968	0.00498048	6512	0.0014243
AusGEM_00076	AusGEM_00262	4566194	1467805	0.756744	0.0048079	6115	0.00133919
AusGEM_00076	AusGEM_00263	4597693	1584399	0.743712	0.00512809	6527	0.00141963
AusGEM_00076	AusGEM_00265	4571788	1470045	0.756689	0.00480925	6225	0.00136161
AusGEM_00076	AusGEM_00266	4565536	1470632	0.756363	0.00481715	6134	0.00134354
AusGEM_00076	AusGEM_00273	5250513	23664	0.995513	7.26109e-05	94	1.7903e-05
AusGEM_00076	AusGEM_00274	5250357	26280	0.99502	8.06304e-05	124	2.36174e-05
AusGEM_00076	AusGEM_00275	5252182	26695	0.994943	8.18756e-05	109	2.07533e-05
AusGEM_00076	AusGEM_00276	5251601	25992	0.995075	7.97283e-05	102	1.94226e-05
AusGEM_00076	AusGEM_00277	5252803	26057	0.995064	7.99095e-05	109	2.07508e-05
AusGEM_00076	AusGEM_00278	5250788	22934	0.995651	7.03698e-05	91	1.73307e-05
AusGEM_00076	AusGEM_00279	5252873	21498	0.995924	6.5942e-05	95	1.80853e-05
AusGEM_00076	AusGEM_00281	5251251	25648	0.99514	7.86798e-05	108	2.05665e-05
AusGEM_00076	AusGEM_00283	5250670	26703	0.99494	8.19219e-05	106	2.01879e-05
AusGEM_00076	AusGEM_00285	4570516	1684390	0.730709	0.00545561	6245	0.00136637
AusGEM_00076	AusGEM_00451	4586569	1401185	0.765992	0.00458546	6324	0.00137881
AusGEM_00076	AusGEM_00834	4569083	1480441	0.75528	0.00484349	6304	0.00137971
AusGEM_00076	AusGEM_01119	4588790	1468041	0.757622	0.00478662	6450	0.0014056
AusGEM_00076	SRR7469846	5254242	15625	0.997035	4.79289e-05	26	4.94838e-06
AusGEM_00076	SRR7469904	5255885	16724	0.996828	5.12796e-05	49	9.32288e-06
AusGEM_00076	SRR7469914	4573987	1549824	0.746918	0.00504857	6477	0.00141605
AusGEM_00076	TEA_A1_12	4541973	1389768	0.765707	0.00459226	6032	0.00132806
AusGEM_00076	TEA_A2_22	5115993	158837	0.969888	0.000496913	98	1.91556e-05
AusGEM_00076	TEA_A3_57	4570778	1437993	0.760684	0.00471265	6499	0.00142186
AusGEM_00076	TEA_A3_8	4517397	1467444	0.754807	0.00485501	6107	0.00135188
AusGEM_00076	TEA_A3_9	4527029	1496935	0.751503	0.00493571	6310	0.00139385
AusGEM_00076	TEA_A4_12	4515067	1514305	0.748845	0.00500101	6282	0.00139134
AusGEM_00076	TEA_A4_2	4566968	1511588	0.751324	0.00494009	6313	0.00138232
AusGEM_00076	TEA_A4_32	4517096	1501957	0.750466	0.00496115	6302	0.00139514
AusGEM_00076	TEA_A4_9	4572485	1492930	0.753862	0.00487804	6529	0.00142789
AusGEM_00076	TEA_B1818	4532688	1394391	0.764742	0.00461529	3984	0.000878949
AusGEM_00076	TEA_C1_101	4540261	1500112	0.751652	0.00493206	6481	0.00142745
AusGEM_00076	TEA_C1_102	4537473	1424986	0.761007	0.00470488	6282	0.00138447
AusGEM_00076	TEA_C1_111	4586885	1575579	0.744326	0.0051128	6490	0.0014149
AusGEM_00076	TEA_C2_115	4592191	1487975	0.755274	0.00484363	6717	0.0014627
AusGEM_00076	TEA_C2_68	4557659	1459437	0.757452	0.00479075	6305	0.00138339
AusGEM_00076	TEA_C2_94	4532879	1495960	0.751866	0.00492682	6304	0.00139073
AusGEM_00076	TEA_C3_43	4549866	1471531	0.755616	0.0048353	6449	0.0014174
AusGEM_00076	TEA_C4_53	4509224	1508147	0.749368	0.00498815	6272	0.00139093
AusGEM_00076	TEA_C4_65	4570361	1540113	0.747955	0.00502296	6291	0.00137648
AusGEM_00076	TEA_E7715	4551308	1496100	0.752605	0.00490874	6332	0.00139125
AusGEM_00076	TEA_M688	4432960	1367018	0.764306	0.00462571	5860	0.00132192
AusGEM_00076	TEA_W1_79	4608914	1132033	0.802814	0.00373657	4297	0.000932324
AusGEM_00076	TEA_W3_72	4529063	1482565	0.753384	0.0048897	6268	0.00138395
AusGEM_00077	AusGEM_00078	4552092	1465587	0.756453	0.00481497	6333	0.00139123
AusGEM_00077	AusGEM_00084	5258004	15027	0.99715	4.60611e-05	32	6.08596e-06
AusGEM_00077	AusGEM_00109	5197983	75557	0.985672	0.000233602	50	9.61912e-06
AusGEM_00077	AusGEM_00241	4571509	1535930	0.748515	0.00500916	6510	0.00142404
AusGEM_00077	AusGEM_00242	4570560	1534328	0.748672	0.00500528	6494	0.00142083
AusGEM_00077	AusGEM_00243	4571297	1534510	0.74868	0.00500508	6508	0.00142367
AusGEM_00077	AusGEM_00244	4570934	1534516	0.748665	0.00500547	6507	0.00142356
AusGEM_00077	AusGEM_00247	4570616	1535356	0.748548	0.00500833	6503	0.00142278
AusGEM_00077	AusGEM_00248	4592154	1388117	0.767884	0.00454041	4746	0.0010335
AusGEM_00077	AusGEM_00249	4593763	1385661	0.768262	0.00453144	4777	0.00103989
AusGEM_00077	AusGEM_00250	4571400	1534999	0.748625	0.00500645	6510	0.00142407
AusGEM_00077	AusGEM_00262	4565594	1476058	0.755686	0.0048336	6110	0.00133827
AusGEM_00077	AusGEM_00263	4599108	1588622	0.743263	0.00513926	6525	0.00141875
AusGEM_00077	AusGEM_00265	4571275	1478124	0.755658	0.00483429	6219	0.00136045
AusGEM_00077	AusGEM_00266	4566552	1475653	0.755776	0.00483142	6129	0.00134215
AusGEM_00077	AusGEM_00273	5255073	21597	0.995907	6.62175e-05	98	1.86486e-05
AusGEM_00077	AusGEM_00274	5257410	19227	0.996356	5.89336e-05	91	1.73089e-05
AusGEM_00077	AusGEM_00275	5257810	22492	0.99574	6.89227e-05	98	1.86389e-05
AusGEM_00077	AusGEM_00276	5257334	21579	0.995912	6.61347e-05	91	1.73092e-05
